,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
214,"21-18, Jeongdong-gil, Jung-gu, Seoul",,1,A02,A0201,A02010700,264475,76,20040303205030,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image3_1.jpg,Type3,126.9714160575,37.5684261216,6,20200618223359,24,+82-2-3396-5882,Seoul Former Russian Legation (서울 구 러시아공사관),04518
215,"137, Bibong-gil, Jongno-gu, Seoul",,1,A02,A0201,A02010800,1634308,76,20120530200827,http://tong.visitkorea.or.kr/cms/resource/40/1927840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1927840_image3_1.jpg,Type3,126.9534467684,37.6207780461,6,20210817232204,23,+82-2-395-9911,Seoul Geumseonsa Temple (금선사(서울)),03000
216,"111, Baumoe-ro 7-gil, Seocho-gu, Seoul",,1,A02,A0201,A02010800,1930520,76,20140702014941,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image3_1.jpg,Type3,127.0222641043,37.4737408098,6,20210601184633,15,+82-2-3460-5300,Seoul Gwanmunsa Temple (관문사(서울)),06762
217,"29, Saemunan-ro, Jongno-gu, Seoul",,1,A02,A0201,A02010700,1913218,76,20140412015908,http://tong.visitkorea.or.kr/cms/resource/58/1568458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1568458_image3_1.jpg,Type3,126.9677163958,37.5683899481,6,20210915231358,23,+82-2-735-2038,Seoul Gyeonggyojang House (서울 경교장),03181
218,"88 Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0203,A02030400,3107903,76,20240219183318,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image3_1.jpg,Type3,126.9819868962,37.5832579211,6,20240305163157,23,,Seoul Hiking Tourism Center - Bugaksan Branch (서울도심등산관광센터(북악산)),03053
219,"5F, 181-7 Ui-dong, Gangbuk-gu, Seoul",,1,A02,A0203,A02030400,2989389,76,20230525100525,,,,127.0097182276,37.6624797624,6,20240305165436,3,+82-1533-2608,Seoul Hiking Tourism Center - Bukhansan Branch (서울도심등산관광센터(북한산)),01002
220,"117, Hwagyesa-gil, Gangbuk-gu, Seoul",,1,A02,A0201,A02010800,1121158,76,20101102225327,http://tong.visitkorea.or.kr/cms/resource/18/1927918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1927918_image3_1.jpg,Type3,127.0073220730,37.6326415233,6,20211102235700,3,+82-2-902-2663,Seoul Hwagyesa Temple (화계사(서울)),01095
221,"177-18 Hyochangwon-ro, Yongsan-gu, Seoul",,1,A02,A0202,A02020700,1747993,76,20121106012330,,,,126.9634757763,37.5450425860,6,20240709104448,21,+82-2-2199-7608,Seoul Hyochang Park (서울 효창공원),04311
222,"916, Madeul-ro, Dobong-gu, Seoul",,1,A01,A0101,A01010700,1256307,76,20110413221938,http://tong.visitkorea.or.kr/cms/resource/23/2356723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2356723_image3_1.jpg,Type3,127.0481278444,37.6893801026,6,20200824204204,10,+82-2-954-0031,Seoul Iris Garden (서울창포원),01318
223,"San 69-1, Mangu-dong, Jungnang-gu, Seoul",,1,A01,A0101,A01010400,1909494,76,20140331191416,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image3_1.jpg,Type3,127.1056030968,37.5942810870,6,20210210201511,25,+82-2-2094-2395,Seoul Mangusan Mountain (망우산(서울)),02180
224,"424, Olympic-ro, Songpa-gu, Seoul",,1,A02,A0201,A02010200,1747984,76,20121106012128,http://tong.visitkorea.or.kr/cms/resource/14/1567814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1567814_image3_1.jpg,Type3,127.1229758237,37.5209871362,6,20240312174701,18,+82-2-2147-2814,Seoul Mongchontoseong Earthen Fortification (서울 몽촌토성),05540
225,"231 Samil-daero, Jung-gu, Seoul",,1,A02,A0202,A02020700,264320,76,20030109040423,http://tong.visitkorea.or.kr/cms/resource/83/1981983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1981983_image3_1.jpg,Type3,126.9922395197,37.5557113066,6,20240318162141,24,,Seoul Namsan Park (남산공원(서울)),04628
226,"210, Hyeonchung-ro, Dongjak-gu, Seoul",,1,A02,A0201,A02010700,1348621,76,20110802233005,,,,126.9732511193,37.5013561691,6,20240307171012,12,+82-2-813-9625,Seoul National Cemetery (국립서울현충원),06984
227,"110 Sejong-daero, Jung-gu, Seoul",,1,A02,A0202,A02020700,264455,76,20040202232421,,,,126.9780155330,37.5657098894,6,20240619164156,24,+82-2-2133-5640,Seoul Plaza (서울광장),04524
228,"89, Sajik-ro, Jongno-gu, Seoul",,1,A02,A0202,A02020700,1349135,76,20110803195859,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image3_1.jpg,Type3,126.9676800810,37.5757085419,6,20211112015409,23,+82-2-2148-4149,Seoul Sajik Park (사직공원(서울)),03027
229,"21, Garak-ro 7-gil, Songpa-gu, Seoul",,1,A02,A0201,A02010700,1747995,76,20121106012434,http://tong.visitkorea.or.kr/cms/resource/89/203889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/203889_image3_1.jpg,Type3,127.1028309684,37.5021945110,6,20210226172823,18,+82-2-421-0970,Seoul Seokchon-dong Ancient Tombs (서울 석촌동 고분군),05682
230,Seoul Sillim-dong Minsok Sundae Town (서울 신림동 민속순대타운),,1,A02,A0203,A02030600,3099564,76,20031209090000,,,,126.9287890094,37.4833519091,6,20240215112322,5,,Seoul Sillim-dong Minsok Sundae Town (서울 신림동 민속순대타운),08776
231,"105, Namsangongwon-gil, Yongsan-gu, Seoul",,1,A02,A0205,A02050600,2401804,76,20160818014411,http://tong.visitkorea.or.kr/cms/resource/86/2401286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2401286_image3_1.jpg,Type3,126.9878594933,37.5511312042,,20160818222710,21,,Seoul Tower Plaza (서울타워 플라자),04340
232,"49 Jadongchasijang-gil, Seongdong-gu, Seoul",,1,A02,A0204,A02040800,3078769,76,20231216204107,,,,127.0578195730,37.5586760298,,20240105143645,16,,Seoul Upcycling Plaza (서울새활용플라자),04807
233,"447-1, Cheongpa-ro, Jung-gu, Seoul",,1,A02,A0201,A02010900,1930523,76,20140702020510,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image3_1.jpg,Type3,126.9674194623,37.5591437954,6,20200326020220,24,+82-2-362-1891,Seoul Yakhyeon Catholic Church (서울 약현성당),04506
234,"432, Cheongpa-ro, Jung-gu, Seoul",,1,A02,A0202,A02020700,2497803,76,20170627231008,,,,126.9706609645,37.5545193912,6,20240320105553,24,+82-2-120,Seoullo 7017 (서울로 7017),04509
235,"7-1, Insadong-gil, Jongno-gu, Seoul",,1,A02,A0201,A02010900,1701767,76,20120828011023,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image3_1.jpg,Type3,126.9863146199,37.5712538383,6,20200402021747,23,+82-2-732-2340,Seungdong Church (승동교회),03164
236,"159 Cheonggyecheon-ro, Jongno-gu, Seoul",,1,A02,A0204,A02040800,3074200,76,20180717023419,,,,126.9952249747,37.5692681185,6,20231222153707,23,,Sewoon Plaza (세운상가),03194
237,"10-18, Dasan-ro 33-gil, Jung-gu, Seoul",,1,A02,A0203,A02030400,1838143,76,20130815021816,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image3_1.jpg,Type3,127.0146094960,37.5630580770,6,20221025144230,24,+82-2-2236-9135,Sindang-dong Tteokbokki Town (신당동떡볶이골목),04611
238,"Sinsa-dong, Gangnam-gu, Seoul",,1,A02,A0203,A02030600,1323377,76,20110704192531,,,,127.0227543748,37.5215324916,6,20221216135645,1,+82-2-3445-0111,Sinsa-dong Garosu-gil Road (신사동 가로수길),06028
239,"65, Eulji-ro, Jung-gu, Seoul",,1,A02,A0204,A02040900,1865060,76,20131129004237,http://tong.visitkorea.or.kr/cms/resource/00/2512100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2512100_image2_1.jpg,Type3,126.9853648438,37.5663960530,6,20240306165918,24,+82-2-6353-6665,SK Telecom T.um (SK텔레콤 미래기술체험관 T.um(티움)),04539
240,"2085-14, Olympic-daero, Seocho-gu, Seoul",,1,A02,A0202,A02020600,1013413,76,20100503230316,,,,126.9951432925,37.5111915303,6,20221216111040,15,+82-1566-3433,Some Sevit (세빛섬),06500
241,"Baekjegobun-ro 43-gil, Songpa-gu, Seoul, and surrounding areas",,1,A02,A0203,A02030600,3033225,76,20230720161035,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image3_1.jpg,Type3,127.1082358354,37.5091382462,6,20231107122334,18,,Songnidan-gil Street (송리단길),05622
242,"136 Samhaksa-ro, Songpa-gu, Seoul",,1,A02,A0202,A02020700,1542646,76,20120121012732,http://tong.visitkorea.or.kr/cms/resource/95/2933695_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/95/2933695_image3_1.bmp,Type3,127.0979728676,37.5095713442,6,20240307145545,18,,Songpa Naru Park (Seokchonhosu Lake) (송파나루공원 (석촌호수)),05608
243,"416 Yeongdong-daero, Gangnam-gu, Seoul",,1,A02,A0202,A02020300,3114291,76,20200623185036,,,,127.0653425868,37.5066377643,6,20240419133334,1,,Spa 1899 Donginbi (SPA 1899 동인비),06176
244,"406, Gangnam-daero, Gangnam-gu, Seoul",,1,A02,A0202,A02020300,1459282,76,20111129023532,,,,127.0276129057,37.4989324255,,20170721234822,1,+82-2-3481-1001,Spa In New York (스파인뉴욕 (SPA IN NEWYORK)),06134
245,"5, Gangnam-daero 107-gil, Seocho-gu, Seoul",,1,A02,A0202,A02020400,610302,76,20080818221947,http://tong.visitkorea.or.kr/cms/resource/72/2024972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2024972_image3_1.jpg,Type3,127.0182354456,37.5178689471,6,20220919131718,15,+82-2-545-4002,Spa Lei (스파레이),06524
246,"44, Insadong-gil, Jongno-gu, Seoul",,1,A02,A0203,A02030600,2706156,76,20210216182027,http://tong.visitkorea.or.kr/cms/resource/58/2530758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2530758_image2_1.jpg,Type3,126.9848924403,37.5743173457,6,20240304145447,23,+82-2-736-0088,Ssamzigil (쌈지길),03146
247,"175, Sejong-daero, Jongno-gu, Seoul",,1,A02,A0205,A02050400,1382517,76,20110908230004,http://tong.visitkorea.or.kr/cms/resource/09/1568209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1568209_image3_1.jpg,Type3,126.9769182186,37.5724868597,6,20240304150048,23,,Statue of Admiral Yi Sun-Shin (충무공 이순신 동상),03172
248,"1, Daesagwan-ro, Seongbuk-gu, Seoul",,1,A02,A0201,A02010300,264623,76,20070526005659,http://tong.visitkorea.or.kr/cms/resource/17/2360917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2360917_image3_1.jpg,Type3,126.9834141581,37.5968646977,6,20200619012333,17,+82-2-747-2152,Sukjeongmun Gate (북악산 숙정문),02822
249,"40, Sejong-daero, Jung-gu, Seoul",,1,A02,A0201,A02010300,264257,76,20030109032423,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image3_1.jpg,Type3,126.9752992762,37.5599855058,6,20230223111206,24,+82-2-779-8547,Sungnyemun Gate (숭례문),04528
250,서울특별시 마포구 망원동 205-5,1층,1,A03,A0301,A03010200,2992450,76,20230702143442,http://tong.visitkorea.or.kr/cms/resource/71/2992271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2992271_image3_1.jpg,Type1,126.8962955329,37.5540681124,6,20230704123929,13,,Sunset Leisure 435 (썬셋레저 435),04005
251,"75-7 Bongwonsa-gil, Seodaemun-gu, Seoul",,1,A02,A0202,A02020400,3110038,76,20231121153901,http://tong.visitkorea.or.kr/cms/resource/18/3045418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3045418_image3_1.jpg,Type1,126.9456600180,37.5703504364,6,20240318160150,14,,Supsok Hanbang Land (숲속한방랜드),03721
252,"San 1-1, Sanggye-dong, Nowon-gu, Seoul",,1,A01,A0101,A01010400,1253587,76,20110411182024,http://tong.visitkorea.or.kr/cms/resource/94/739094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/739094_image3_1.jpg,Type3,127.0732589963,37.6854837875,6,20210601203413,9,+82-2-2116-3943,Suraksan Mountain (수락산),01622
253,"185-3, Ogin-dong, Jongno-gu, Seoul 서울특별시 종로구 옥인동",,1,A01,A0101,A01010900,2997840,76,20230816144224,http://tong.visitkorea.or.kr/cms/resource/15/2780615_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/15/2780615_image2_1.png,Type3,126.9631997475,37.5822799198,6,20230817100032,23,,Suseongdonggyegok Valley (수성동계곡),03034
254,"681, Hwarang-ro, Nowon-gu, Seoul",,1,A02,A0201,A02010700,264114,76,20021227005517,http://tong.visitkorea.or.kr/cms/resource/16/2658216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2658216_image3_1.jpg,Type3,127.0971582841,37.6341401904,6,20220919112034,9,+82-2-972-0370,Taereung and Gangneung Royal Tombs [UNESCO World Heritage] (서울 태릉과 강릉 [유네스코 세계문화유산]),01794
255,"99, Jong-ro, Jongno-gu, Seoul",,1,A02,A0202,A02020700,264603,76,20050823020207,http://tong.visitkorea.or.kr/cms/resource/59/2601459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2601459_image3_1.jpg,Type3,126.9883005554,37.5710594522,6,20240304155210,23,+82-2-731-0534,Tapgol Park (탑골공원),03140
256,"56, Ujeongguk-ro, Jongno-gu, Seoul",,1,A02,A0206,A02060300,1729904,76,20121008234002,,,,126.9831814961,37.5739312489,6,20221017141130,23,+82-2-2031-2000,Templestay Information Center (템플스테이 홍보관),03145
257,"37 Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0204,A02040800,3107784,76,20190703013858,,,,126.9789455538,37.5816163907,,20240304160420,23,,The Children’s Museum of the National Folk Museum of Korea (국립민속박물관&국립민속박물관 어린이박물관),03045
258,"1, Uisadang-daero, Yeongdeungpo-gu, Seoul",,1,A02,A0205,A02050600,264132,76,20030103194820,http://tong.visitkorea.or.kr/cms/resource/61/1811361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1811361_image3_1.jpg,Type3,126.9142167446,37.5319710006,6,20240229153723,20,+82-2-788-2114,The National Assembly Building (국회의사당),07233
259,"18 Bukchon-ro, Jongno-gu, Seoul",,1,A02,A0206,A02060300,3080695,76,20231218104733,http://tong.visitkorea.or.kr/cms/resource/15/2391515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2391515_image2_1.jpg,Type3,126.9858672342,37.5784557709,6,20240112094150,23,,The Sool Gallery (전통주갤러리),03059
260,"Gungjeong-dong, Jongno-gu, Seoul",,1,A02,A0203,A02030400,1846453,76,20130925015302,http://tong.visitkorea.or.kr/cms/resource/39/1796339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1796339_image3_1.jpg,Type3,126.9737681926,37.5835410742,6,20200321010146,23,+82-2-120,The Street in front of Cheongwadae (The Blue House) (청와대 앞길),03042
261,"139 Gangbyeonbuk-ro, Gwangjin-gu, Seoul",,1,A02,A0202,A02020700,1060117,76,20100715191746,,,,127.0739744885,37.5294074983,6,20240709112918,6,+82-2-3780-0521,Ttukseom Hangang Park (뚝섬한강공원),05097
262,"Ui-dong, Gangbuk-gu, Seoul",,1,A01,A0101,A01010900,1933089,76,20140710020354,http://tong.visitkorea.or.kr/cms/resource/61/739061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/739061_image3_1.jpg,Type3,127.0047072778,37.6728562427,6,20210609202712,3,+82-2-909-0497,Uidonggyegok Valley (우이동계곡),"142-090,1"
263,"146-20, Hwarang-ro 32-gil, Seongbuk-gu, Seoul",,1,A02,A0201,A02010700,778924,76,20090817182624,http://tong.visitkorea.or.kr/cms/resource/80/2690680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2690680_image3_1.jpg,Type3,127.0582349259,37.6035486003,6,20210603223940,17,+82-2-964-0579,"Uireung Royal Tomb [UNESCO World Heritage] (서울 의릉(경종, 선의왕후) [유네스코 세계문화유산])",02789
264,"464, Samil-daero, Jongno-gu, Seoul",,1,A02,A0201,A02010100,264223,76,20030109030920,http://tong.visitkorea.or.kr/cms/resource/71/924371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/924371_image3_1.jpg,Type3,126.9871421746,37.5764588036,6,20240304150357,23,+82-2-766-9090,Unhyeongung Royal Residence (서울 운현궁),03131
265,"192, Waryonggongwon-gil, Jongno-gu, Seoul",,1,A02,A0202,A02020700,1061789,76,20100720012520,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image3_1.jpg,Type3,126.9901581479,37.5912265856,6,20200708185049,23,+82-2-2148-2845,Waryong Park (와룡공원),03063
266,"27, Wangsimni-ro, Seongdong-gu, Seoul",,1,A02,A0204,A02040800,2655852,76,20200511192131,http://tong.visitkorea.or.kr/cms/resource/77/1570777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1570777_image3_1.jpg,Type3,127.0422909651,37.5398751565,6,20210310194754,16,+82-2-3146-5936,Waterworks Museum (수도박물관),04770
267,"52, Hakdong-ro 21-gil, Gangnam-gu, Seoul",,1,A02,A0202,A02020300,2482113,76,20170222192343,http://tong.visitkorea.or.kr/cms/resource/11/2480911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2480911_image2_1.jpg,Type3,127.0263125315,37.5163414918,,20170722000528,1,,Whoo (后) SPA (후(后)스파),06042
268,"524, Bongeunsa-ro, Gangnam-gu, Seoul",,1,A02,A0202,A02020300,1024874,76,20100519181511,,,,127.0570876042,37.5129285520,4,20170721233728,1,+82-2-3466-8100,Will Spa (윌스파),06164
269,"16 Haedeung-ro 32ga-gil, Dobong-gu, Seoul",,1,A02,A0202,A02020700,3099680,76,20201007055313,http://tong.visitkorea.or.kr/cms/resource/93/2675093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2675093_image2_1.jpg,Type3,127.0222976961,37.6603469037,6,20240215140447,10,,Wondangsaem Park (원당샘공원),01360
270,"243-60, World Cup-ro, Mapo-gu, Seoul",,1,A02,A0202,A02020700,264454,76,20040202223441,,,,126.8824101471,37.5732600775,6,20221215111835,13,+82-2-120,World Cup Park (월드컵공원),03900
271,"53, Yangcheon-ro 47na-gil, Gangseo-gu, Seoul",,1,A02,A0201,A02010700,1887239,76,20140120185329,http://tong.visitkorea.or.kr/cms/resource/18/2661818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2661818_image2_1.jpg,Type3,126.8400029129,37.5729593554,6,20210106201727,4,+82-2-2659-0076,Yangcheonhyanggyo Local Confucian School (양천향교),07521
272,"221, Nodeul-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,1064294,76,20100723224239,,,,126.9024120879,37.5382728352,6,20221216094932,20,+82-2-3780-0581,Yanghwa Hangang Park (한강시민공원 양화지구(양화한강공원)),07231
273,"Baumoe-ro 12-gil, Seocho-gu, Seoul",,1,A01,A0101,A01010500,1939681,76,20140807195418,http://tong.visitkorea.or.kr/cms/resource/18/1900718_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1900718_image3_1.jpg,Type3,127.0306357916,37.4656835620,6,20171223022651,15,,Yangjaecheon Ecological Park (양재천 생태공원),06769
274,"72, Jangchungdan-ro, Jung-gu, Seoul",,1,A02,A0206,A02061100,616983,76,20080901203156,http://tong.visitkorea.or.kr/cms/resource/04/696904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/696904_image3_1.jpg,Type3,127.0026581340,37.5515258689,6,20220919110254,24,+82-2-2253-2211,Yejiwon (예지원),04605
275,"90, Hongneung-ro, Dongdaemun-gu, Seoul",,1,A02,A0201,A02010700,264112,76,20021227003151,http://tong.visitkorea.or.kr/cms/resource/99/1985599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1985599_image3_1.jpg,Type3,127.0435644361,37.5896471740,6,20210312011838,11,+82-2-962-0556,Yeonghwiwon and Sunginwon Royal Tombs (서울 영휘원(순헌황귀비)과 숭인원(이진)),02456
276,"Yeonnam-dong, Mapo-gu, Seoul",,1,A02,A0203,A02030400,2484384,76,20170309014211,http://tong.visitkorea.or.kr/cms/resource/23/3109623_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/3109623_image3_1.JPG,Type3,126.9236317158,37.5616621632,,20240319145600,13,,Yeonnam-dong (연남동),03984
277,"Area of Yeonse-ro, Sedaemun-gu, Seoul",,1,A02,A0203,A02030400,264376,76,20031023232109,http://tong.visitkorea.or.kr/cms/resource/05/1505605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1505605_image3_1.jpg,Type3,126.9365529264,37.5557797448,6,20221025153633,14,+82-2-120,Yeonsero (Yonsei University Street) (연세로),03789
278,"330, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,1064767,76,20100726184714,,,,126.9336123570,37.5263886632,6,20230614112438,20,+82-2-3780-0561,Yeouido Hangang Park (여의도한강공원),07337
279,"68, Yeouigongwon-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,264340,76,20030109181517,,,,126.9202635904,37.5257801616,6,20240408170027,20,,Yeouido Park (여의도공원),07243
280,"48, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A01,A0101,A01010500,1751257,76,20121113203752,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image3_1.jpg,Type3,126.9218442005,37.5187393412,6,20210614222148,20,+82-2-3780-0570,Yeouido Saetgang Ecological Park (여의도샛강생태공원),07323
281,"159, Salgoji-gil, Seongdong-gu, Seoul",,1,A02,A0205,A02050100,2475437,76,20170113233015,http://tong.visitkorea.or.kr/cms/resource/75/2473875_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2473875_image3_1.jpg,Type3,127.0505534575,37.5625810007,,20170224005244,16,,Yongdap Station Pedestrian Bridge (용답역 육교),04761
282,"250-12 Yongmasan-ro, Jungnang-gu, Seoul",,1,A02,A0202,A02020700,3103098,76,20031029090000,,,,127.0906494851,37.5738526356,6,20240220162548,25,,Yongma Falls Park (용마폭포공원),02257
283,"118 Mangu-ro 70-gil, Jungnang-gu, Seoul",,1,A02,A0202,A02020600,3110049,76,20231108151844,,,,127.1045448519,37.5945671459,6,20240318161159,25,,Yongma Land (용마랜드),02180
284,"53, Yongmasan-ro 62-gil, Jungnang-gu, Seoul",,1,A01,A0101,A01010400,2470382,76,20161230002746,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image3_1.jpg,Type3,127.0948573105,37.5782494228,6,20210618224500,25,+82-2-2094-2344,Yongmasan Mountain (용마산),02260
285,"185, Seobinggo-ro, Yongsan-gu, Seoul",,1,A02,A0202,A02020700,264131,76,20030103192040,,,,126.9845717812,37.5201069720,6,20221215162116,21,+82-2-792-5660,Yongsan Family Park (용산가족공원),04383
286,"143, Mokdongjungang-ro, Yangcheon-gu, Seoul",,1,A02,A0202,A02020700,2470380,76,20161230001327,http://tong.visitkorea.or.kr/cms/resource/65/2611465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2611465_image2_1.jpg,Type3,126.8777336167,37.5441383795,6,20190829010557,19,+82-2-2620-3579,Yongwangsan Neighborhood Park (용왕산근린공원),07971
287,"537, Dosan-daero, Gangnam-gu, Seoul",(Cheongdam-dong),1,A02,A0202,A02020300,1964952,76,20141114202921,http://tong.visitkorea.or.kr/cms/resource/39/1964939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1964939_image2_1.jpg,Type3,127.0523543553,37.5251631576,,20160727201935,1,+82-2-512-8967,Zakyntos Global Spa Club - Cheongdam Main Branch (자킨토스 청담본점),06013
